semente,episodio,recompensa
0,1,-2884.0
0,2,-1736.0
0,3,-2390.0
0,4,-1067.0
0,5,-1386.0
0,6,-2567.0
0,7,-1719.0
0,8,-1492.0
0,9,-1147.0
0,10,-1556.0
0,11,-1596.0
0,12,-1411.0
0,13,-1602.0
0,14,-1948.0
0,15,-1552.0
0,16,-1357.0
0,17,-3533.0
0,18,-1503.0
0,19,-1671.0
0,20,-1417.0
