semente,episodio,recompensa
4,68,-58613.0
4,69,-52899.0
4,70,-46326.0
4,71,-59720.0
4,72,-56227.0
4,73,-64097.0
4,74,-60282.0
4,75,-63081.0
4,76,-57673.0
4,77,-54826.0
4,78,-61053.0
4,79,-67401.0
4,80,-61170.0
4,81,-57660.0
4,82,-54049.0
4,83,-81756.0
4,84,-67033.0
4,85,-57569.0
4,86,-64059.0
4,87,-77518.0
4,88,-69540.0
4,89,-297180.0
